gene	spkg_name	filepath	description
phrog_28155	phrog_28155	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28155.hmm	terminase large subunit
phrog_28208	phrog_28208	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28208.hmm	tail protein
phrog_28217	phrog_28217	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28217.hmm	DNA repair exonuclease
phrog_28222	phrog_28222	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28222.hmm	exonuclease
phrog_28234	phrog_28234	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28234.hmm	endolysin
phrog_28246	phrog_28246	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28246.hmm	tail assembly protein
phrog_28263	phrog_28263	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28263.hmm	tail fiber protein
phrog_28333	phrog_28333	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28333.hmm	minor head protein
phrog_28420	phrog_28420	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28420.hmm	tail length tape measure protein
phrog_28468	phrog_28468	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28468.hmm	minor head protein
phrog_28473	phrog_28473	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28473.hmm	tail fiber protein
phrog_28504	phrog_28504	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28504.hmm	lytic tail fiber protein
phrog_28554	phrog_28554	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28554.hmm	MazG-like pyrophosphatase
phrog_28556	phrog_28556	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28556.hmm	clamp loader of DNA polymerase
phrog_28600	phrog_28600	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28600.hmm	major head protein
phrog_28657	phrog_28657	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28657.hmm	acetyltransferase
phrog_28672	phrog_28672	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28672.hmm	metallo-endopeptidase
phrog_28673	phrog_28673	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28673.hmm	tail protein
phrog_28674	phrog_28674	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28674.hmm	RNA polymerase
phrog_28707	phrog_28707	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28707.hmm	nuclease
phrog_28727	phrog_28727	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28727.hmm	holin
phrog_28748	phrog_28748	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28748.hmm	virion structural protein
phrog_28751	phrog_28751	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28751.hmm	virion structural protein
phrog_28766	phrog_28766	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28766.hmm	tail fiber protein
phrog_28775	phrog_28775	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28775.hmm	tail length tape measure protein
phrog_28779	phrog_28779	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28779.hmm	tail length tape measure protein
phrog_28781	phrog_28781	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28781.hmm	tail spike protein
phrog_28804	phrog_28804	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28804.hmm	thymidylate synthase
phrog_28831	phrog_28831	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28831.hmm	virion structural protein
phrog_28865	phrog_28865	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28865.hmm	tail protein
phrog_28876	phrog_28876	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28876.hmm	metal-dependent phosphohydrolase
phrog_28877	phrog_28877	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28877.hmm	DNA topoisomerase II
phrog_28894	phrog_28894	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28894.hmm	DNA polymerase/primase
phrog_28902	phrog_28902	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28902.hmm	major tail protein
phrog_28909	phrog_28909	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28909.hmm	RNA ligase
phrog_28981	phrog_28981	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_28981.hmm	transglycosylase
phrog_29002	phrog_29002	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29002.hmm	minor tail protein
phrog_29020	phrog_29020	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29020.hmm	virion structural protein
phrog_29022	phrog_29022	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29022.hmm	virion structural protein
phrog_29037	phrog_29037	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29037.hmm	endonuclease
phrog_29076	phrog_29076	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29076.hmm	tail protein
phrog_29095	phrog_29095	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29095.hmm	endonuclease
phrog_29117	phrog_29117	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29117.hmm	head morphogenesis
phrog_29134	phrog_29134	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29134.hmm	tail protein
phrog_29143	phrog_29143	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29143.hmm	HNH endonuclease
phrog_29160	phrog_29160	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29160.hmm	anaerobic ribonucleoside reductase large subunit
phrog_29171	phrog_29171	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29171.hmm	pilot protein for DNA ejection
phrog_29175	phrog_29175	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29175.hmm	virion structural protein
phrog_29195	phrog_29195	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29195.hmm	holin
phrog_29251	phrog_29251	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29251.hmm	tail length tape measure protein
phrog_29269	phrog_29269	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29269.hmm	head scaffolding protein
phrog_29271	phrog_29271	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29271.hmm	zinc-finger domain protein
phrog_29272	phrog_29272	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29272.hmm	endolysin
phrog_29279	phrog_29279	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29279.hmm	zinc-finger domain protein
phrog_29312	phrog_29312	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29312.hmm	tail length tape measure protein
phrog_29386	phrog_29386	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29386.hmm	virion structural protein
phrog_29507	phrog_29507	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29507.hmm	virion structural protein
phrog_29583	phrog_29583	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29583.hmm	DNA methyltransferase
phrog_29618	phrog_29618	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29618.hmm	exonuclease
phrog_29662	phrog_29662	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29662.hmm	ATP-dependent protease
phrog_29706	phrog_29706	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29706.hmm	tail spike protein
phrog_29715	phrog_29715	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29715.hmm	tail assembly chaperone
phrog_29731	phrog_29731	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29731.hmm	tail spike protein
phrog_29757	phrog_29757	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29757.hmm	transglycosylase
phrog_29786	phrog_29786	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29786.hmm	major head protein
phrog_29860	phrog_29860	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29860.hmm	virion structural protein
phrog_29864	phrog_29864	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29864.hmm	transglycosylase
phrog_29891	phrog_29891	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29891.hmm	virion structural protein
phrog_29902	phrog_29902	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29902.hmm	virion structural protein
phrog_29927	phrog_29927	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29927.hmm	replication initiation protein
phrog_29954	phrog_29954	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29954.hmm	virion structural protein
phrog_29955	phrog_29955	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29955.hmm	appendage
phrog_29958	phrog_29958	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_29958.hmm	thioredoxin domain
phrog_30051	phrog_30051	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30051.hmm	DNA polymerase III theta subunit
phrog_30133	phrog_30133	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30133.hmm	virion structural protein
phrog_30152	phrog_30152	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30152.hmm	virion structural protein
phrog_30178	phrog_30178	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30178.hmm	portal protein
phrog_30206	phrog_30206	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30206.hmm	tail length tape measure protein
phrog_30251	phrog_30251	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30251.hmm	terminase large subunit
phrog_30284	phrog_30284	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30284.hmm	Rz-like spanin
phrog_30299	phrog_30299	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30299.hmm	tail fiber protein
phrog_30316	phrog_30316	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30316.hmm	tail fiber protein
phrog_30356	phrog_30356	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30356.hmm	helicase
phrog_30357	phrog_30357	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30357.hmm	endonuclease
phrog_30362	phrog_30362	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30362.hmm	DNA ligase
phrog_30377	phrog_30377	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30377.hmm	HNH endonuclease
phrog_30392	phrog_30392	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30392.hmm	tail sheath
phrog_30443	phrog_30443	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30443.hmm	HNH endonuclease
phrog_30466	phrog_30466	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30466.hmm	DNA polymerase
phrog_30509	phrog_30509	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30509.hmm	collagen like minor tail
phrog_30532	phrog_30532	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30532.hmm	tail protein
phrog_30543	phrog_30543	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30543.hmm	tail length tape measure protein
phrog_30552	phrog_30552	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30552.hmm	Erf-like ssDNA annealing protein
phrog_30576	phrog_30576	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30576.hmm	baseplate protein
phrog_30585	phrog_30585	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30585.hmm	DNA repair protein
phrog_30655	phrog_30655	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30655.hmm	virion structural protein
phrog_30669	phrog_30669	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30669.hmm	replication initiation protein
phrog_30677	phrog_30677	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30677.hmm	tail protein
phrog_30679	phrog_30679	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30679.hmm	DNA polymerase processivity factor
phrog_30703	phrog_30703	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30703.hmm	portal protein
phrog_30740	phrog_30740	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30740.hmm	minor tail protein
phrog_30742	phrog_30742	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30742.hmm	tail fiber protein
phrog_30751	phrog_30751	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30751.hmm	minor head protein
phrog_30767	phrog_30767	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30767.hmm	virion structural protein
phrog_30785	phrog_30785	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30785.hmm	major head protein
phrog_30830	phrog_30830	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30830.hmm	virion structural protein
phrog_30832	phrog_30832	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30832.hmm	RIIA lysis inhibitor
phrog_30923	phrog_30923	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30923.hmm	virion structural protein
phrog_30939	phrog_30939	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30939.hmm	ribonucleotide reductase
phrog_30969	phrog_30969	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30969.hmm	DnaD-like helicase loader
phrog_30971	phrog_30971	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30971.hmm	clamp loader of DNA polymerase
phrog_30991	phrog_30991	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30991.hmm	tail protein
phrog_30994	phrog_30994	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_30994.hmm	minor tail protein
phrog_31021	phrog_31021	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31021.hmm	tail assembly chaperone
phrog_31077	phrog_31077	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31077.hmm	endolysin
phrog_31084	phrog_31084	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31084.hmm	minor head protein
phrog_31115	phrog_31115	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31115.hmm	replication initiation protein
phrog_31122	phrog_31122	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31122.hmm	baseplate protein
phrog_31126	phrog_31126	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31126.hmm	terminase small subunit
phrog_31166	phrog_31166	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31166.hmm	tail fiber protein
phrog_31189	phrog_31189	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31189.hmm	baseplate protein
phrog_31272	phrog_31272	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31272.hmm	pilot protein for DNA ejection
phrog_31301	phrog_31301	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31301.hmm	DNA binding protein
phrog_31306	phrog_31306	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31306.hmm	virion structural protein
phrog_31307	phrog_31307	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31307.hmm	tail protein
phrog_31382	phrog_31382	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31382.hmm	3'-5' exonuclease
phrog_31409	phrog_31409	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31409.hmm	tail length tape measure protein
phrog_31452	phrog_31452	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31452.hmm	tail length tape measure protein
phrog_31460	phrog_31460	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31460.hmm	tail protein
phrog_31489	phrog_31489	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31489.hmm	head maturation protease
phrog_31591	phrog_31591	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31591.hmm	HTH DNA binding protein
phrog_31602	phrog_31602	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31602.hmm	virion structural protein
phrog_31603	phrog_31603	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31603.hmm	terminase
phrog_31611	phrog_31611	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31611.hmm	tail collar protein
phrog_31660	phrog_31660	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31660.hmm	tail fiber protein
phrog_31692	phrog_31692	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31692.hmm	terminase large subunit
phrog_31737	phrog_31737	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31737.hmm	exonuclease
phrog_31752	phrog_31752	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31752.hmm	virion structural protein
phrog_31772	phrog_31772	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31772.hmm	DNA methyltransferase
phrog_31814	phrog_31814	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31814.hmm	DNA methyltransferase
phrog_31826	phrog_31826	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31826.hmm	virion structural protein
phrog_31834	phrog_31834	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31834.hmm	tail protein
phrog_31940	phrog_31940	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_31940.hmm	minor tail protein
phrog_32033	phrog_32033	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32033.hmm	tail protein
phrog_32047	phrog_32047	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32047.hmm	phosphohydrolase
phrog_32069	phrog_32069	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32069.hmm	ParB-like partition protein
phrog_32072	phrog_32072	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32072.hmm	tail protein
phrog_32089	phrog_32089	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32089.hmm	virion structural protein
phrog_32131	phrog_32131	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32131.hmm	virion structural protein
phrog_32138	phrog_32138	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32138.hmm	DNA binding protein
phrog_32165	phrog_32165	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32165.hmm	minor tail protein
phrog_32204	phrog_32204	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32204.hmm	tail protein
phrog_32213	phrog_32213	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32213.hmm	endolysin
phrog_32261	phrog_32261	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32261.hmm	virion structural protein
phrog_32288	phrog_32288	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32288.hmm	HTH DNA binding protein
phrog_32294	phrog_32294	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32294.hmm	baseplate wedge subunit
phrog_32306	phrog_32306	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32306.hmm	tail protein
phrog_32312	phrog_32312	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32312.hmm	replication initiation protein
phrog_32314	phrog_32314	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32314.hmm	virion structural protein
phrog_32325	phrog_32325	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32325.hmm	tail protein
phrog_32341	phrog_32341	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32341.hmm	DNA binding protein
phrog_32345	phrog_32345	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32345.hmm	tail fiber protein
phrog_32359	phrog_32359	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32359.hmm	terminase large subunit
phrog_32382	phrog_32382	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32382.hmm	tail length tape measure protein
phrog_32409	phrog_32409	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32409.hmm	tail fiber protein
phrog_32430	phrog_32430	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32430.hmm	tRNA splicing ligase RtcB
phrog_32453	phrog_32453	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32453.hmm	HNH endonuclease
phrog_32465	phrog_32465	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32465.hmm	head maturation protease
phrog_32468	phrog_32468	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32468.hmm	phosphoribosyl transferase
phrog_32482	phrog_32482	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32482.hmm	PhoH-like phosphate starvation-inducible
phrog_32540	phrog_32540	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32540.hmm	tail fiber protein
phrog_32547	phrog_32547	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32547.hmm	virion structural protein
phrog_32568	phrog_32568	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32568.hmm	tail fiber protein
phrog_32580	phrog_32580	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32580.hmm	tail assembly chaperone
phrog_32593	phrog_32593	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32593.hmm	tail assembly chaperone
phrog_32622	phrog_32622	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32622.hmm	DNA primase/helicase
phrog_32680	phrog_32680	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32680.hmm	tail fiber protein
phrog_32716	phrog_32716	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32716.hmm	dual specificity phosphatase
phrog_32740	phrog_32740	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32740.hmm	tail fiber protein
phrog_32752	phrog_32752	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32752.hmm	DNA polymerase
phrog_32758	phrog_32758	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32758.hmm	DNA methyltransferase
phrog_32762	phrog_32762	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32762.hmm	SAM-dependent methyltransferase
phrog_32822	phrog_32822	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_32822.hmm	virion structural protein
