tax_id,parent_id,rank,tax_name,root,kingdom,phylum,class,order,family,genus,species
g__Asticcacaulis,f__Caulobacteraceae,genus,g__Asticcacaulis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,
f__Micrococcaceae,o__Micrococcales,family,f__Micrococcaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,,
g__Rothia,f__Micrococcaceae,genus,g__Rothia,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,
g__Thiomicrospira,f__Piscirickettsiaceae,genus,g__Thiomicrospira,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Piscirickettsiaceae,g__Thiomicrospira,
g__Chryseobacterium,f__[Weeksellaceae],genus,g__Chryseobacterium,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__[Weeksellaceae],g__Chryseobacterium,
f__Peptostreptococcaceae,o__Clostridiales,family,f__Peptostreptococcaceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,,
g__Peptoclostridium,f__Peptostreptococcaceae,genus,g__Peptoclostridium,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptoclostridium,
o__Streptosporangiales,c__Actinobacteria,order,o__Streptosporangiales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,,,
f__Streptosporangiaceae,o__Streptosporangiales,family,f__Streptosporangiaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,,
g__Cycloclasticus,f__Piscirickettsiaceae,genus,g__Cycloclasticus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Piscirickettsiaceae,g__Cycloclasticus,
o__Legionellales,c__Gammaproteobacteria,order,o__Legionellales,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,,,
f__Coxiellaceae,o__Legionellales,family,f__Coxiellaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,,
g__Thermus,f__Thermaceae,genus,g__Thermus,Root,k__Bacteria,p__Thermi,c__Deinococci,o__Thermales,f__Thermaceae,g__Thermus,
s__nexile,g__Lachnoclostridium,species,s__nexile,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__nexile
f__Nocardiopsaceae,o__Streptosporangiales,family,f__Nocardiopsaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Nocardiopsaceae,,
o__Acholeplasmatales,c__Mollicutes,order,o__Acholeplasmatales,Root,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Acholeplasmatales,,,
f__Acholeplasmataceae,o__Acholeplasmatales,family,f__Acholeplasmataceae,Root,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Acholeplasmatales,f__Acholeplasmataceae,,
f__Beijerinckiaceae,o__Rhizobiales,family,f__Beijerinckiaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,,
o__Aeromonadales,c__Gammaproteobacteria,order,o__Aeromonadales,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,,,
f__Aeromonadaceae,o__Aeromonadales,family,f__Aeromonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,,
g__Aeromonas,f__Aeromonadaceae,genus,g__Aeromonas,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Aeromonas,
p__Chlorobi,k__Bacteria,phylum,p__Chlorobi,Root,k__Bacteria,p__Chlorobi,,,,,
c__Chlorobia,p__Chlorobi,class,c__Chlorobia,Root,k__Bacteria,p__Chlorobi,c__Chlorobia,,,,
o__Chlorobiales,c__Chlorobia,order,o__Chlorobiales,Root,k__Bacteria,p__Chlorobi,c__Chlorobia,o__Chlorobiales,,,
f__Chlorobiaceae,o__Chlorobiales,family,f__Chlorobiaceae,Root,k__Bacteria,p__Chlorobi,c__Chlorobia,o__Chlorobiales,f__Chlorobiaceae,,
g__Chlorobaculum,f__Chlorobiaceae,genus,g__Chlorobaculum,Root,k__Bacteria,p__Chlorobi,c__Chlorobia,o__Chlorobiales,f__Chlorobiaceae,g__Chlorobaculum,
c__[Brocadiae],p__Planctomycetes,class,c__[Brocadiae],Root,k__Bacteria,p__Planctomycetes,c__[Brocadiae],,,,
o__Brocadiales,c__[Brocadiae],order,o__Brocadiales,Root,k__Bacteria,p__Planctomycetes,c__[Brocadiae],o__Brocadiales,,,
f__Brocadiaceae,o__Brocadiales,family,f__Brocadiaceae,Root,k__Bacteria,p__Planctomycetes,c__[Brocadiae],o__Brocadiales,f__Brocadiaceae,,
g__Candidatus_Kuenenia,f__Brocadiaceae,genus,g__Candidatus_Kuenenia,Root,k__Bacteria,p__Planctomycetes,c__[Brocadiae],o__Brocadiales,f__Brocadiaceae,g__Candidatus_Kuenenia,
s__stuttgartiensis,g__Candidatus_Kuenenia,species,s__stuttgartiensis,Root,k__Bacteria,p__Planctomycetes,c__[Brocadiae],o__Brocadiales,f__Brocadiaceae,g__Candidatus_Kuenenia,s__stuttgartiensis
p__Cloacimonetes,k__Bacteria,phylum,p__Cloacimonetes,Root,k__Bacteria,p__Cloacimonetes,,,,,
c__[Cloacimonia],p__Cloacimonetes,class,c__[Cloacimonia],Root,k__Bacteria,p__Cloacimonetes,c__[Cloacimonia],,,,
o__[Cloacimonales],c__[Cloacimonia],order,o__[Cloacimonales],Root,k__Bacteria,p__Cloacimonetes,c__[Cloacimonia],o__[Cloacimonales],,,
f__[Cloacimonaceae],o__[Cloacimonales],family,f__[Cloacimonaceae],Root,k__Bacteria,p__Cloacimonetes,c__[Cloacimonia],o__[Cloacimonales],f__[Cloacimonaceae],,
g__Candidatus_Cloacimonas,f__[Cloacimonaceae],genus,g__Candidatus_Cloacimonas,Root,k__Bacteria,p__Cloacimonetes,c__[Cloacimonia],o__[Cloacimonales],f__[Cloacimonaceae],g__Candidatus_Cloacimonas,
g__Prosthecochloris,f__Chlorobiaceae,genus,g__Prosthecochloris,Root,k__Bacteria,p__Chlorobi,c__Chlorobia,o__Chlorobiales,f__Chlorobiaceae,g__Prosthecochloris,
g__Chlorobium,f__Chlorobiaceae,genus,g__Chlorobium,Root,k__Bacteria,p__Chlorobi,c__Chlorobia,o__Chlorobiales,f__Chlorobiaceae,g__Chlorobium,
g__Acinetobacter,f__Moraxellaceae,genus,g__Acinetobacter,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,
s__avium,g__Mycobacterium,species,s__avium,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__avium
g__Pectobacterium,f__Enterobacteriaceae,genus,g__Pectobacterium,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Pectobacterium,
f__Methanosaetaceae,o__Methanosarcinales,family,f__Methanosaetaceae,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosaetaceae,,
g__Methanosaeta,f__Methanosaetaceae,genus,g__Methanosaeta,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosaetaceae,g__Methanosaeta,
g__Methanosarcina,f__Methanosarcinaceae,genus,g__Methanosarcina,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,
o__Methanocellales,c__Methanomicrobia,order,o__Methanocellales,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanocellales,,,
f__Methanocellaceae,o__Methanocellales,family,f__Methanocellaceae,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanocellales,f__Methanocellaceae,,
g__Methanocella,f__Methanocellaceae,genus,g__Methanocella,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanocellales,f__Methanocellaceae,g__Methanocella,
c__Thermoplasmata,p__Euryarchaeota,class,c__Thermoplasmata,Root,k__Archaea,p__Euryarchaeota,c__Thermoplasmata,,,,
o__Thermoplasmatales,c__Thermoplasmata,order,o__Thermoplasmatales,Root,k__Archaea,p__Euryarchaeota,c__Thermoplasmata,o__Thermoplasmatales,,,
f__Thermoplasmataceae,o__Thermoplasmatales,family,f__Thermoplasmataceae,Root,k__Archaea,p__Euryarchaeota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,,
g__Magnetospirillum,f__Rhodospirillales,genus,g__Magnetospirillum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillales,g__Magnetospirillum,
g__Arthrobacter,f__Micrococcaceae,genus,g__Arthrobacter,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Arthrobacter,
c__Acidimicrobiia,p__Actinobacteria,class,c__Acidimicrobiia,Root,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,,,,
o__Acidimicrobiales,c__Acidimicrobiia,order,o__Acidimicrobiales,Root,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,,,
f__Acidimicrobiaceae,o__Acidimicrobiales,family,f__Acidimicrobiaceae,Root,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,,
g__Acetobacter,f__Acetobacteraceae,genus,g__Acetobacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Acetobacter,
o__Rhodocyclales,c__Betaproteobacteria,order,o__Rhodocyclales,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,,,
f__Rhodocyclaceae,o__Rhodocyclales,family,f__Rhodocyclaceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,,
p__Aquificae,k__Bacteria,phylum,p__Aquificae,Root,k__Bacteria,p__Aquificae,,,,,
c__Aquificae,p__Aquificae,class,c__Aquificae,Root,k__Bacteria,p__Aquificae,c__Aquificae,,,,
o__Aquificales,c__Aquificae,order,o__Aquificales,Root,k__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,,,
f__Hydrogenothermaceae,o__Aquificales,family,f__Hydrogenothermaceae,Root,k__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Hydrogenothermaceae,,
g__Sulfurihydrogenibium,f__Hydrogenothermaceae,genus,g__Sulfurihydrogenibium,Root,k__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Hydrogenothermaceae,g__Sulfurihydrogenibium,
o__Bdellovibrionales,c__Deltaproteobacteria,order,o__Bdellovibrionales,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,,,
f__Bacteriovoracaceae,o__Bdellovibrionales,family,f__Bacteriovoracaceae,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bacteriovoracaceae,,
g__Methylosinus,f__Methylocystaceae,genus,g__Methylosinus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylocystaceae,g__Methylosinus,
g__Aggregatibacter,f__Pasteurellaceae,genus,g__Aggregatibacter,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Aggregatibacter,
g__Ruminococcuse1,f__Ruminococcaceae,genus,g__Ruminococcuse1,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcuse1,
s__mesenteroides,g__Leuconostoc,species,s__mesenteroides,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__mesenteroides
g__Coxiella,f__Coxiellaceae,genus,g__Coxiella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__Coxiella,
s__burnetii,g__Coxiella,species,s__burnetii,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__Coxiella,s__burnetii
o__[Nitratiruptorales],c__Epsilonproteobacteria,order,o__[Nitratiruptorales],Root,k__Bacteria,p__[Epsilonae],c__Epsilonproteobacteria,o__[Nitratiruptorales],,,
g__Marinomonas,f__Oceanospirillaceae,genus,g__Marinomonas,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Marinomonas,
g__Herminiimonas,f__Oxalobacteraceae,genus,g__Herminiimonas,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Herminiimonas,
g__Francisella,f__Francisellaceae,genus,g__Francisella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Francisellaceae,g__Francisella,
s__tularensis,g__Francisella,species,s__tularensis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Francisellaceae,g__Francisella,s__tularensis
f__[Barnesiellaceae],o__Bacteroidales,family,f__[Barnesiellaceae],Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Barnesiellaceae],,
f__Anaplasmataceae,o__Rickettsiales,family,f__Anaplasmataceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Anaplasmataceae,,
g__Neorickettsia,f__Anaplasmataceae,genus,g__Neorickettsia,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Anaplasmataceae,g__Neorickettsia,
g__Desulfitobacterium,f__Peptococcaceae,genus,g__Desulfitobacterium,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Desulfitobacterium,
s__hafniense,g__Desulfitobacterium,species,s__hafniense,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Desulfitobacterium,s__hafniense
g__Micrococcus,f__Micrococcaceae,genus,g__Micrococcus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Micrococcus,
g__Methylovorus,f__Methylophilaceae,genus,g__Methylovorus,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Methylophilales,f__Methylophilaceae,g__Methylovorus,
f__Aquificaceae,o__Aquificales,family,f__Aquificaceae,Root,k__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Aquificaceae,,
g__Thermocrinis,f__Aquificaceae,genus,g__Thermocrinis,Root,k__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Aquificaceae,g__Thermocrinis,
g__Sinorhizobium_Ensifer,f__Rhizobiaceae,genus,g__Sinorhizobium_Ensifer,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Sinorhizobium_Ensifer,
g__Salmonella,f__Enterobacteriaceae,genus,g__Salmonella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Salmonella,
g__Ramlibacter,f__Comamonadaceae,genus,g__Ramlibacter,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Ramlibacter,
g__Rickettsia,f__Rickettsiaceae,genus,g__Rickettsia,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Rickettsia,
g__Pyrococcus,f__Thermococcaceae,genus,g__Pyrococcus,Root,k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Pyrococcus,
g__Peptostreptococcus,f__Peptostreptococcaceae,genus,g__Peptostreptococcus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptostreptococcus,
f__Eubacteriaceae,o__Clostridiales,family,f__Eubacteriaceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,,
g__Thioalkalimicrobium,f__Piscirickettsiaceae,genus,g__Thioalkalimicrobium,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Piscirickettsiaceae,g__Thioalkalimicrobium,
f__Thermoactinomycetaceae,o__Bacillales,family,f__Thermoactinomycetaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Thermoactinomycetaceae,,
g__Peptoniphilus,f__[Tissierellaceae],genus,g__Peptoniphilus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Peptoniphilus,
g__Actinomyces_1,f__Actinomycetaceae,genus,g__Actinomyces_1,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces_1,
g__Mobiluncus,f__Actinomycetaceae,genus,g__Mobiluncus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Mobiluncus,
g__Octadecabacter,f__Rhodobacteraceae,genus,g__Octadecabacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Octadecabacter,
g__Parascardovia,f__Bifidobacteriaceae,genus,g__Parascardovia,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Parascardovia,
g__Erysipelothrix,f__Erysipelotrichaceae,genus,g__Erysipelothrix,Root,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelothrix,
g__Desulfovibrio,f__Desulfovibrionaceae,genus,g__Desulfovibrio,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,
f__Thiotrichaceae,o__Thiotrichales,family,f__Thiotrichaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,,
g__Thiothrix,f__Thiotrichaceae,genus,g__Thiothrix,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Thiothrix,
g__Dialister,f__Veillonellaceae,genus,g__Dialister,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Dialister,
s__micraerophilus,g__Dialister,species,s__micraerophilus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Dialister,s__micraerophilus
g__Bryantella,f__Lachnospiraceae,genus,g__Bryantella,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Bryantella,
g__Methyloversatilis,f__Rhodocyclaceae,genus,g__Methyloversatilis,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Methyloversatilis,
g__Salinispora,f__Micromonosporaceae,genus,g__Salinispora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Salinispora,
s__arenicola,g__Salinispora,species,s__arenicola,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Salinispora,s__arenicola
o__Chroococcales,c__Oxyphotobacteria,order,o__Chroococcales,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Chroococcales,,,
f__Cyanobacteriaceae,o__Chroococcales,family,f__Cyanobacteriaceae,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Chroococcales,f__Cyanobacteriaceae,,
g__Crocosphaera,f__Cyanobacteriaceae,genus,g__Crocosphaera,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Chroococcales,f__Cyanobacteriaceae,g__Crocosphaera,
p__Elusimicrobia,k__Bacteria,phylum,p__Elusimicrobia,Root,k__Bacteria,p__Elusimicrobia,,,,,
f__Desulfobulbaceae,o__Desulfobacterales,family,f__Desulfobulbaceae,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,f__Desulfobulbaceae,,
g__Desulotalea,f__Desulfobulbaceae,genus,g__Desulotalea,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,f__Desulfobulbaceae,g__Desulotalea,
g__Ehrlichia,f__Anaplasmataceae,genus,g__Ehrlichia,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Anaplasmataceae,g__Ehrlichia,
s__casei,g__Lactobacillus,species,s__casei,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__casei
o__Sulfolobales,c__Crenarchaeota,order,o__Sulfolobales,Root,k__Archaea,p__Crenarchaeota,c__Crenarchaeota,o__Sulfolobales,,,
f__Sulfolobaceae,o__Sulfolobales,family,f__Sulfolobaceae,Root,k__Archaea,p__Crenarchaeota,c__Crenarchaeota,o__Sulfolobales,f__Sulfolobaceae,,
s__novyi,g__Clostridium,species,s__novyi,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__novyi
s__cereus_anthracis_thuringiensis_mycoides,g__Bacillus,species,s__cereus_anthracis_thuringiensis_mycoides,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__cereus_anthracis_thuringiensis_mycoides
f__Bartonellaceae,o__Rhizobiales,family,f__Bartonellaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bartonellaceae,,
g__Bartonella,f__Bartonellaceae,genus,g__Bartonella,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bartonellaceae,g__Bartonella,
g__Bifidobacterium,f__Bifidobacteriaceae,genus,g__Bifidobacterium,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,
s__adolescentis,g__Bifidobacterium,species,s__adolescentis,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__adolescentis
g__Xenorhabdus,f__Enterobacteriaceae,genus,g__Xenorhabdus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Xenorhabdus,
s__baumannii,g__Acinetobacter,species,s__baumannii,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__baumannii
o__Oscillatoriales,c__Oxyphotobacteria,order,o__Oscillatoriales,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Oscillatoriales,,,
f__Phormdiaceae,o__Oscillatoriales,family,f__Phormdiaceae,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Oscillatoriales,f__Phormdiaceae,,
g__Arthrospira,f__Phormdiaceae,genus,g__Arthrospira,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Oscillatoriales,f__Phormdiaceae,g__Arthrospira,
g__Parabacteroides,f__Porphyromonadaceae,genus,g__Parabacteroides,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Parabacteroides,
s__bellii,g__Rickettsia,species,s__bellii,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Rickettsia,s__bellii
o__Roseiflexales,c__Chloroflexi,order,o__Roseiflexales,Root,k__Bacteria,p__Chloroflexi,c__Chloroflexi,o__Roseiflexales,,,
f__Roseiflexaceae,o__Roseiflexales,family,f__Roseiflexaceae,Root,k__Bacteria,p__Chloroflexi,c__Chloroflexi,o__Roseiflexales,f__Roseiflexaceae,,
g__Roseiflexus,f__Roseiflexaceae,genus,g__Roseiflexus,Root,k__Bacteria,p__Chloroflexi,c__Chloroflexi,o__Roseiflexales,f__Roseiflexaceae,g__Roseiflexus,
g__Glaciecola,f__Alteromonadaceae,genus,g__Glaciecola,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Glaciecola,
o__Gallionellales,c__Betaproteobacteria,order,o__Gallionellales,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Gallionellales,,,
f__Gallionellaceae,o__Gallionellales,family,f__Gallionellaceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Gallionellales,f__Gallionellaceae,,
s__lugdunensis,g__Staphylococcus,species,s__lugdunensis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__lugdunensis
o__Glycomycetales,c__Actinobacteria,order,o__Glycomycetales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Glycomycetales,,,
f__Glycomycetaceae,o__Glycomycetales,family,f__Glycomycetaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Glycomycetales,f__Glycomycetaceae,,
g__Slackia,f__Coriobacteriaceae,genus,g__Slackia,Root,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Slackia,
f__Segniliparaceae,o__Corynebacteriales,family,f__Segniliparaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Segniliparaceae,,
g__Segniliparus,f__Segniliparaceae,genus,g__Segniliparus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Segniliparaceae,g__Segniliparus,
g__Rhizobium,f__Rhizobiaceae,genus,g__Rhizobium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,
s__leguminosarum,g__Rhizobium,species,s__leguminosarum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,s__leguminosarum
g__Photorhabdus,f__Enterobacteriaceae,genus,g__Photorhabdus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Photorhabdus,
g__Ralstonia,f__Burkholderiaceae,genus,g__Ralstonia,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Ralstonia,
s__bifidum,g__Bifidobacterium,species,s__bifidum,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__bifidum
